Category,Street ID,Street Name,Context,Outcome Category,Outcome Date,Service,Location Subtype,ID,Persistent ID,Epoch,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location
Anti-social behaviour,956152,On or near Shorts Gardens,,,,Police Force,,75265501,,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530184.277,181195.773,-0.125234,51.514696,This is only an approximation of where the crime happened,18/02/2021,"(51.514696, -0.125234)"
Anti-social behaviour,956152,On or near Shorts Gardens,,,,Police Force,,75265500,,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530184.277,181195.773,-0.125234,51.514696,This is only an approximation of where the crime happened,18/02/2021,"(51.514696, -0.125234)"
Anti-social behaviour,956487,On or near Mercer Street,,,,Police Force,,75266025,,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530090.237,181058.835,-0.126639,51.513487,This is only an approximation of where the crime happened,18/02/2021,"(51.513487, -0.126639)"
Anti-social behaviour,956152,On or near Shorts Gardens,,,,Police Force,,75265499,,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530184.277,181195.773,-0.125234,51.514696,This is only an approximation of where the crime happened,18/02/2021,"(51.514696, -0.125234)"
Bicycle theft,961055,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75296267,7e68ac96f70c2977c320977c49f3fdbfa2b8cac26dd636b576d36d3edac35683,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531094.228,181641.781,-0.111962,51.518494,This is only an approximation of where the crime happened,18/02/2021,"(51.518494, -0.111962)"
Bicycle theft,956485,On or near Monmouth Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283349,576eff5dc8bbd478b2a1899de74d8796512da1ba66ddb00687000c31e3b1cdd8,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530067.262,181169.742,-0.126929,51.514489,This is only an approximation of where the crime happened,18/02/2021,"(51.514489, -0.126929)"
Bicycle theft,961042,On or near Greville Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75336521,a256e1f45c4b61ba81723b590428cf330191fd6c9e4b278cbdd658226bcfcfa9,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531407.243,181757.803,-0.10741,51.519464,This is only an approximation of where the crime happened,18/02/2021,"(51.519464, -0.10741)"
Bicycle theft,961038,On or near Kirby Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75296231,aa8f08022addb84b43c6375284a51f4f5eef72da9d5abcffae6c33dd9cfd2e99,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531407.202,181831.799,-0.107383,51.520129,This is only an approximation of where the crime happened,18/02/2021,"(51.520129, -0.107383)"
Bicycle theft,960837,On or near King's Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75326116,f7f3a82b39a77ecb2a7d8055e31ccfef063ae8034161a7a6453d14f657213f9b,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530926.245,182001.764,-0.114248,51.521768,This is only an approximation of where the crime happened,18/02/2021,"(51.521768, -0.114248)"
Bicycle theft,956251,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75322488,f93e76a9a17892a950dd848858e9a2a6c68a717f32bf1765f6ea9ceed030b97a,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530500.27,181486.734,-0.120575,51.517238,This is only an approximation of where the crime happened,18/02/2021,"(51.517238, -0.120575)"
Bicycle theft,960998,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75321899,ebd85d3fa075ae2076148e13a3918bfc7c87eda868504ceef66607f86942cb47,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530385.222,181873.798,-0.122089,51.520743,This is only an approximation of where the crime happened,18/02/2021,"(51.520743, -0.122089)"
Bicycle theft,956609,On or near Willoughby Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75322349,ffebfb6a64f3aa6dc05fe2806b6d43c5b656db2effa3a5b093e08b2b83140945,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530053.241,181524.792,-0.127,51.517683,This is only an approximation of where the crime happened,18/02/2021,"(51.517683, -0.127)"
Bicycle theft,961054,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75323252,c34ab3a58c7d53fa66b21aeaa25af6050beb8c2deee4c3daf47e2e3210f66ced,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531501.248,181805.745,-0.106038,51.519873,This is only an approximation of where the crime happened,18/02/2021,"(51.519873, -0.106038)"
Bicycle theft,961053,On or near Baldwin's Gardens,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75322419,282f813c7304dac681c55b4606a236adac7f9efd20adaafed71b43530157cbeb,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531168.226,181808.711,-0.110834,51.519977,This is only an approximation of where the crime happened,18/02/2021,"(51.519977, -0.110834)"
Bicycle theft,956249,On or near Conference/exhibition Centre,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75298792,3b09ecf17a682238c7b5c29ccc513d979295d88335e1431b5962ee324daa6e1c,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530748.247,181489.77,-0.117002,51.517208,This is only an approximation of where the crime happened,18/02/2021,"(51.517208, -0.117002)"
Bicycle theft,956578,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75344985,ceb85276954582ce6c64c723eb60c8de2b52059272edebaab81de5e768331e48,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,529884.257,181231.827,-0.129542,51.515089,This is only an approximation of where the crime happened,18/02/2021,"(51.515089, -0.129542)"
Bicycle theft,960840,On or near John Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75298970,eef94d28bac1ecca9d363261d7d9d98ca3f2399279ac1e5d36bcb18b0e9b2b85,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530854.221,182024.723,-0.115277,51.521991,This is only an approximation of where the crime happened,18/02/2021,"(51.521991, -0.115277)"
Bicycle theft,956268,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75294243,4c50d1001fe1e8babfb7dd3383f1ccefa67df29b27d81413aae15531c937d81d,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531127.257,181612.812,-0.111497,51.518226,This is only an approximation of where the crime happened,18/02/2021,"(51.518226, -0.111497)"
Bicycle theft,956633,On or near Bloomsbury Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75351224,2ec988c230fafc361cd3ba266fcbc13e74b17225560542adcd28fed93daf6044,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530081.237,181404.777,-0.126641,51.516598,This is only an approximation of where the crime happened,18/02/2021,"(51.516598, -0.126641)"
Bicycle theft,956185,On or near Endell Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75351685,8901728623b5dd7f4ac2716a27cd0193ed53eba1c62ef4d884c343daa87c4e30,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530178.275,181226.775,-0.125309,51.514976,This is only an approximation of where the crime happened,18/02/2021,"(51.514976, -0.125309)"
Bicycle theft,960846,On or near Hatton Wall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75337301,c987e0a4ad07f0d648fe63c9c5872740de2326aa8f538cde2b1192a66038bf81,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531278.21,181979.798,-0.109186,51.521489,This is only an approximation of where the crime happened,18/02/2021,"(51.521489, -0.109186)"
Burglary,956518,On or near Dyott Street,,Investigation complete; no suspect identified,03/01/2020 12:00:00 AM,Police Force,,75349657,de6492d4c0cd91d486213c231b31bb2fcf3758737819a1e8c02248ffb1ef75cf,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530053.23,181378.801,-0.127054,51.516371,This is only an approximation of where the crime happened,18/02/2021,"(51.516371, -0.127054)"
Burglary,960883,On or near Brownlow Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75323881,437f4483405e84adfb6c6c3f5cd3b890e6a729be25f885fd820b5708de1424a5,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530823.196,182199.737,-0.115659,51.523571,This is only an approximation of where the crime happened,18/02/2021,"(51.523571, -0.115659)"
Burglary,956190,On or near Drury Lane,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281134,7de221ad5cab0239bfce01833bf259907884fa6bf1de5611286e09bb7a0aa493,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530315.242,181278.801,-0.123317,51.515412,This is only an approximation of where the crime happened,18/02/2021,"(51.515412, -0.123317)"
Burglary,956251,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75285823,172452c89e3acdfe04d507194d6e6fbe7a19c3651b4c760fe260cf07e805359a,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530500.27,181486.734,-0.120575,51.517238,This is only an approximation of where the crime happened,18/02/2021,"(51.517238, -0.120575)"
Burglary,956246,On or near Bloomsbury Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75288535,e2c631d8e9f90202e6cec363db8e1cee19b662882d6e7574cc0165ebaa2c232c,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530274.234,181545.809,-0.123809,51.517821,This is only an approximation of where the crime happened,18/02/2021,"(51.517821, -0.123809)"
Burglary,960997,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75285334,ddb77a008a620c9ea17911eb76eca089d4d95a0e69c153c03198a1bb1c663448,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530377.259,181856.791,-0.12221,51.520592,This is only an approximation of where the crime happened,18/02/2021,"(51.520592, -0.12221)"
Burglary,956246,On or near Bloomsbury Way,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75348091,029c2e02e57b7b5bdd5d68bdf17a2dea38f973b88bcaa421e034abfdaece9c62,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530274.234,181545.809,-0.123809,51.517821,This is only an approximation of where the crime happened,18/02/2021,"(51.517821, -0.123809)"
Burglary,960774,On or near White Bear Yd,,Court result unavailable,01/01/2020 12:00:00 AM,Police Force,,75285553,14e80fcd2d3635a2cd82535cd90b674e6f30fc11342db25cf770631947c815df,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531231.227,182051.804,-0.109836,51.522147,This is only an approximation of where the crime happened,18/02/2021,"(51.522147, -0.109836)"
Burglary,960989,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75337642,f246c09904e206d8bbf398769e2d6bd66320a8fd785ed4704d5c901494440d7c,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530307.247,182055.733,-0.123145,51.522396,This is only an approximation of where the crime happened,18/02/2021,"(51.522396, -0.123145)"
Burglary,960784,On or near Theobald's Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75295251,f96b58f244d08987ace20e10b71be7060cf6b9edb7cbde6e8a57d1f473e13965,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531102.206,182015.759,-0.111708,51.521853,This is only an approximation of where the crime happened,18/02/2021,"(51.521853, -0.111708)"
Burglary,956249,On or near Conference/exhibition Centre,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281595,4ef17aae25fa970857d598789c23f6f53faffaea33f448120987a8c83c5f8ae1,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530748.247,181489.77,-0.117002,51.517208,This is only an approximation of where the crime happened,18/02/2021,"(51.517208, -0.117002)"
Burglary,961009,On or near Old Gloucester Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75348607,41664fe32d7c412ec8c2b567195e55e6ad89a9a09ab4c8bd0bde72c69cf79813,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530436.231,181806.784,-0.121379,51.520129,This is only an approximation of where the crime happened,18/02/2021,"(51.520129, -0.121379)"
Burglary,956251,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281870,81e8591bf23d2cc09ca19d05bd26b0af4dd48c9bc222312aae4db43434558ba4,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530500.27,181486.734,-0.120575,51.517238,This is only an approximation of where the crime happened,18/02/2021,"(51.517238, -0.120575)"
Burglary,956609,On or near Willoughby Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75320397,8cb5b95ea72be77d919ace6efa7fa1b5c4baa9b0fee89f8ca51a3af2a7a472eb,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530053.241,181524.792,-0.127,51.517683,This is only an approximation of where the crime happened,18/02/2021,"(51.517683, -0.127)"
Burglary,961009,On or near Old Gloucester Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75335915,a0237dbad11cc1747ba1483335808d208434b3ce5e806ece2e9e37386f74dc11,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530436.231,181806.784,-0.121379,51.520129,This is only an approximation of where the crime happened,18/02/2021,"(51.520129, -0.121379)"
Burglary,956172,On or near Kingsway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75322908,111ce0cafb0375a308a443fa9a01c68d17c8e86df1855326218dab3487299274,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530581.252,181374.759,-0.11945,51.516213,This is only an approximation of where the crime happened,18/02/2021,"(51.516213, -0.11945)"
Burglary,961057,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75335902,0193bba065f6c03e4de54e33dae060bc15f2d975ea43f364bf6f331f1132c8c6,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530807.213,181631.716,-0.1161,51.51847,This is only an approximation of where the crime happened,18/02/2021,"(51.51847, -0.1161)"
Burglary,956165,On or near Parker Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75286345,37e2d54c725c8f56ef2bf97c7b533abf23a72e130b36e3a769b4a0e1b876cb35,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530384.263,181283.798,-0.122321,51.515441,This is only an approximation of where the crime happened,18/02/2021,"(51.515441, -0.122321)"
Burglary,961038,On or near Kirby Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75284664,5c153ccd66d28a750c1103c7cbfbf72868937c6ae8a8a67d98149e92eb326b02,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531407.202,181831.799,-0.107383,51.520129,This is only an approximation of where the crime happened,18/02/2021,"(51.520129, -0.107383)"
Burglary,961041,On or near Hatton Garden,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75335361,8e9da66b3edcd69179509b9abd54dbca5fbc5ab6a1dbe2a3468b0259bfd3da11,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531340.226,181809.704,-0.108356,51.519946,This is only an approximation of where the crime happened,18/02/2021,"(51.519946, -0.108356)"
Burglary,961037,On or near Leather Lane,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75285624,f0b9732509c3a0120ebbf37a81b2fde828d38beaaef1773a341a00def190b7f6,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531249.2,181882.796,-0.10964,51.520624,This is only an approximation of where the crime happened,18/02/2021,"(51.520624, -0.10964)"
Burglary,961045,On or near Ely Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319937,e0072a8b036814e44c6c08e60031f5924926825e24b86d53b1b8ffc0bb49914a,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531435.215,181658.712,-0.107044,51.518567,This is only an approximation of where the crime happened,18/02/2021,"(51.518567, -0.107044)"
Burglary,960785,On or near Summers Street,,Court result unavailable,03/01/2020 12:00:00 AM,Police Force,,75288723,d47733f6e8e68501e47f4c3cf78a2206c7931636f53302cc600d97b0521184ad,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531226.197,182106.755,-0.109888,51.522642,This is only an approximation of where the crime happened,18/02/2021,"(51.522642, -0.109888)"
Burglary,960784,On or near Theobald's Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75337483,bab3dcf522332458a4efba31eb51a363365c8fbdf55d3f78d81c1a7e7b3bb8c7,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531102.206,182015.759,-0.111708,51.521853,This is only an approximation of where the crime happened,18/02/2021,"(51.521853, -0.111708)"
Burglary,960784,On or near Theobald's Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75321334,31576aef7ce6e3a0a0665beca42a958a84e684228a5f9a9e3a78fb94169ec1c3,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531102.206,182015.759,-0.111708,51.521853,This is only an approximation of where the crime happened,18/02/2021,"(51.521853, -0.111708)"
Burglary,960924,On or near Russell Square,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75289024,f2f4d01773dec3f3a94ad04836b85eb529c35f92801a05ea6ae64b1979e4d601,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530216.205,181986.747,-0.124482,51.521797,This is only an approximation of where the crime happened,18/02/2021,"(51.521797, -0.124482)"
Burglary,960863,On or near Elm Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75300337,999104cfd0dfb95ba4ca2460d4b2f080085b0d132b807778ae3b8e520df72d4b,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530964.228,182119.804,-0.113657,51.52282,This is only an approximation of where the crime happened,18/02/2021,"(51.52282, -0.113657)"
Burglary,956248,On or near Race Track,,Court result unavailable,01/01/2020 12:00:00 AM,Police Force,,75333157,6e5fb366ed29cffb153b605811f85de1dc91816f37708c97c9b77dc42dbdfef2,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530748.198,181588.802,-0.116966,51.518098,This is only an approximation of where the crime happened,18/02/2021,"(51.518098, -0.116966)"
Burglary,956557,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75282745,238a1011f8af191b767b337fc54d28aede30074e56048922900de23762b213cc,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,529976.253,181079.731,-0.128273,51.513701,This is only an approximation of where the crime happened,18/02/2021,"(51.513701, -0.128273)"
Burglary,961009,On or near Old Gloucester Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75343737,3d05669db04b29612d6fa15a6f71bdedfbda68d34ed02229da356d5b093d34ff,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530436.231,181806.784,-0.121379,51.520129,This is only an approximation of where the crime happened,18/02/2021,"(51.520129, -0.121379)"
Burglary,956609,On or near Willoughby Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75291650,1c1d03e2a606776b6a1cf6897733a7383ce81c8a9bad0e5a174bb60290fa6d42,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530053.241,181524.792,-0.127,51.517683,This is only an approximation of where the crime happened,18/02/2021,"(51.517683, -0.127)"
Burglary,961020,On or near Boswell Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75291336,091afed80361140d44e7876889122d2b4ff90937f70ee8438a485b9b19a08d04,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530471.258,181837.728,-0.120863,51.520399,This is only an approximation of where the crime happened,18/02/2021,"(51.520399, -0.120863)"
Burglary,960774,On or near White Bear Yd,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75291120,881191289c096b1a53f3b6412376df42f1e06115d43874a02acae986f8a4f787,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531231.227,182051.804,-0.109836,51.522147,This is only an approximation of where the crime happened,18/02/2021,"(51.522147, -0.109836)"
Burglary,960820,On or near North Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332864,8084f17868c65732c847d63b02464fac026ae18ba8995755c00e4a5436bd2ce1,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530887.219,182085.772,-0.114779,51.522532,This is only an approximation of where the crime happened,18/02/2021,"(51.522532, -0.114779)"
Burglary,960924,On or near Russell Square,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333301,a8d2514a6ce901af8a2167aca76f02065bfcdcb3e062c4525b71938c1fb2654c,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530216.205,181986.747,-0.124482,51.521797,This is only an approximation of where the crime happened,18/02/2021,"(51.521797, -0.124482)"
Burglary,956507,On or near Grape Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319379,c2b9bb5dab090081aac383f4ed660e58aac06273f5a03a6b25200a92bba0169b,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530144.266,181380.798,-0.125742,51.516368,This is only an approximation of where the crime happened,18/02/2021,"(51.516368, -0.125742)"
Burglary,956609,On or near Willoughby Street,,Court result unavailable,08/01/2020 12:00:00 AM,Police Force,,75320425,10080bef3db97a30703dc4698fbee7b4a319255cae84aab1984ee22e74c8a811,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530053.241,181524.792,-0.127,51.517683,This is only an approximation of where the crime happened,18/02/2021,"(51.517683, -0.127)"
Burglary,956609,On or near Willoughby Street,,Court result unavailable,08/01/2020 12:00:00 AM,Police Force,,75322189,ed24e96b918920a92b7e52eef464c887dff721acdf46c41df7cd07a4fff26c45,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530053.241,181524.792,-0.127,51.517683,This is only an approximation of where the crime happened,18/02/2021,"(51.517683, -0.127)"
Burglary,960837,On or near King's Mews,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75320156,16c833de92eb13853e0b4773e8f38bd817e8ee419d9492eb64d1845eeef1f2b8,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530926.245,182001.764,-0.114248,51.521768,This is only an approximation of where the crime happened,18/02/2021,"(51.521768, -0.114248)"
Burglary,960997,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75297280,9fd4b6a034d44660c9df511fd78a0948caa95c65f795f0749027bd3e7d750c93,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530377.259,181856.791,-0.12221,51.520592,This is only an approximation of where the crime happened,18/02/2021,"(51.520592, -0.12221)"
Burglary,956190,On or near Drury Lane,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75282296,8fd8a5391cfaa4b962c4cd7f5e9a5d68dede6de6077668784b0d166c74610fd4,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530315.242,181278.801,-0.123317,51.515412,This is only an approximation of where the crime happened,18/02/2021,"(51.515412, -0.123317)"
Criminal damage and arson,960944,On or near Lamb's Conduit Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334495,cb123aff9eeae5a807aaf6ad6b8fc7998a34b036c0e809160470547bdde72f71,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530636.239,181992.743,-0.118429,51.521754,This is only an approximation of where the crime happened,18/02/2021,"(51.521754, -0.118429)"
Criminal damage and arson,961054,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75316071,ba529dae77c2cfe3eb937036785c5badf655aee58fa19a89e2cdd477e74a7101,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531501.248,181805.745,-0.106038,51.519873,This is only an approximation of where the crime happened,18/02/2021,"(51.519873, -0.106038)"
Criminal damage and arson,956235,On or near Smart's Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283222,f3738147c5d0763463cd3046c501a22a0732bc04c1426bb1561410915bdce935,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530316.262,181406.792,-0.123255,51.516562,This is only an approximation of where the crime happened,18/02/2021,"(51.516562, -0.123255)"
Criminal damage and arson,956235,On or near Smart's Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75340761,228c0fae14521c38398a7c28d91966cb552d0c28ef0e3aee6aedd508f0c70bad,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530316.262,181406.792,-0.123255,51.516562,This is only an approximation of where the crime happened,18/02/2021,"(51.516562, -0.123255)"
Criminal damage and arson,961027,On or near Police Station,,Investigation complete; no suspect identified,04/01/2020 12:00:00 AM,Police Force,,75284854,ef7c841edf76500d61fb94a332cb78ee43498d3320b16893047a099e31998f31,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530708.238,181889.774,-0.11743,51.520812,This is only an approximation of where the crime happened,18/02/2021,"(51.520812, -0.11743)"
Criminal damage and arson,961027,On or near Police Station,,Court result unavailable,12/01/2019 12:00:00 AM,Police Force,,75352078,26800226551d304a2d7724d49c36cad1cc6530f30f2270ae65a621669409f79d,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530708.238,181889.774,-0.11743,51.520812,This is only an approximation of where the crime happened,18/02/2021,"(51.520812, -0.11743)"
Criminal damage and arson,956140,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75312239,78241722650b43ae97824d25d0ad7656fa3aaa593fe1060b3dbafbee0517421b,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530184.247,181383.825,-0.125165,51.516386,This is only an approximation of where the crime happened,18/02/2021,"(51.516386, -0.125165)"
Criminal damage and arson,956557,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75297896,fd0072af6d9dba938a8d7805e694b34c15038650c08a64564b735d9a8ee91c8b,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,529976.253,181079.731,-0.128273,51.513701,This is only an approximation of where the crime happened,18/02/2021,"(51.513701, -0.128273)"
Criminal damage and arson,961037,On or near Leather Lane,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75286000,29ff50e4de100d085431d7ad8654eb1a25e75ae1f8e1ec0b0a286d338a4bc497,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531249.2,181882.796,-0.10964,51.520624,This is only an approximation of where the crime happened,18/02/2021,"(51.520624, -0.10964)"
Criminal damage and arson,956633,On or near Bloomsbury Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333668,3fb4f2d483bbaac9974ca9c50bd179746c74a32b83e8b609159a29ed7a44e8c3,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530081.237,181404.777,-0.126641,51.516598,This is only an approximation of where the crime happened,18/02/2021,"(51.516598, -0.126641)"
Criminal damage and arson,956517,On or near Earlham Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334977,56c3a13f448f00f4f9b01bb30718a49734e072965ef49c9c6908d403f957e73d,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,530072.277,181087.751,-0.126887,51.513751,This is only an approximation of where the crime happened,18/02/2021,"(51.513751, -0.126887)"
Criminal damage and arson,960799,On or near Rosebery Avenue,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334171,c70f353ac9b35ca4c55725ca3bfb2767d362fe408928d033a475029d55890289,06/01/2019 12:00:00 AM,E05000138,Holborn and Covent Garden,531087.208,182077.797,-0.111901,51.522414,This is only an approximation of where the crime happened,18/02/2021,"(51.522414, -0.111901)"
